image,dullness,whiteness,average_pixel_width,image_size,temp_size,width,height
00709d75b-1.jpg,10.135,4.055,7.5927734375,35996,"(386, 480)",386,480
00709d75b-2.jpg,0.0,5.0,6.005859375,29367,"(301, 480)",301,480
00709d75b-3.jpg,0.0,0.0,8.642578125,42435,"(370, 480)",370,480
00709d75b-4.jpg,0.0,9.29,5.9814453125,65934,"(640, 480)",640,480
0073c33d0-1.jpg,0.0,76.455,5.3955078125,9860,"(299, 400)",299,400
007bc1db4-1.jpg,0.0,0.0,3.8818359375,33165,"(360, 480)",360,480
007bc1db4-2.jpg,0.0,0.0,2.099609375,36418,"(360, 480)",360,480
007bc1db4-3.jpg,0.0,0.0,0.7080078125,29591,"(360, 480)",360,480
007bc1db4-4.jpg,0.0,0.0,4.98046875,30885,"(360, 480)",360,480
007bc1db4-5.jpg,0.0,0.0,0.0,32147,"(360, 480)",360,480
007ffeccd-1.jpg,3.05,0.0,6.982421875,11411,"(400, 269)",400,269
007ffeccd-10.jpg,0.0,3.69,8.0322265625,14075,"(400, 269)",400,269
007ffeccd-2.jpg,5.355,0.0,6.9091796875,13546,"(400, 269)",400,269
007ffeccd-3.jpg,1.545,0.0,9.1064453125,15727,"(400, 269)",400,269
007ffeccd-4.jpg,0.0,32.335,9.3994140625,13675,"(400, 269)",400,269
007ffeccd-5.jpg,3.0,0.0,7.2998046875,11971,"(400, 269)",400,269
007ffeccd-6.jpg,0.0,0.0,5.2978515625,13351,"(400, 269)",400,269
007ffeccd-7.jpg,8.39,0.0,6.005859375,10915,"(400, 269)",400,269
007ffeccd-8.jpg,1.15,0.0,5.8837890625,10119,"(400, 269)",400,269
007ffeccd-9.jpg,0.0,0.0,8.5693359375,13908,"(400, 269)",400,269
00904fc2c-1.jpg,0.0,0.0,3.8818359375,14095,"(400, 300)",400,300
00904fc2c-2.jpg,0.0,0.0,4.5654296875,13531,"(400, 300)",400,300
0090eb457-1.jpg,0.0,0.0,5.224609375,26704,"(270, 480)",270,480
0090eb457-2.jpg,0.0,0.0,4.4189453125,33315,"(640, 360)",640,360
0090eb457-3.jpg,0.0,0.0,4.7119140625,35821,"(640, 360)",640,360
0090eb457-4.jpg,1.865,0.0,4.6630859375,34019,"(640, 360)",640,360
009239f92-1.jpg,0.0,0.0,6.884765625,17375,"(400, 300)",400,300
009239f92-2.jpg,0.0,0.0,5.2734375,18776,"(400, 300)",400,300
009239f92-3.jpg,0.0,0.0,6.103515625,15755,"(400, 300)",400,300
009239f92-4.jpg,0.0,0.0,5.46875,16668,"(400, 300)",400,300
009239f92-5.jpg,0.0,0.0,5.95703125,12980,"(400, 300)",400,300
00a1a8af4-1.jpg,0.0,0.0,5.76171875,19481,"(400, 300)",400,300
00a1a8af4-2.jpg,1.925,0.0,6.689453125,20844,"(400, 300)",400,300
00a1a8af4-3.jpg,0.0,0.0,9.3505859375,20874,"(400, 300)",400,300
00a1f270a-1.jpg,0.0,0.0,3.1494140625,35178,"(640, 360)",640,360
00a1f270a-2.jpg,0.0,0.0,7.03125,34828,"(640, 360)",640,360
00a1f270a-3.jpg,0.0,0.0,3.5400390625,30101,"(640, 360)",640,360
00a1f270a-4.jpg,0.0,0.0,2.880859375,31288,"(640, 360)",640,360
00a1f270a-5.jpg,3.57,0.0,5.2978515625,27880,"(640, 360)",640,360
00ac364a4-1.jpg,0.0,93.00999999999999,11.7431640625,41466,"(400, 400)",400,400
00af25fc0-1.jpg,5.71,93.6,13.134765625,32707,"(270, 480)",270,480
00af25fc0-2.jpg,3.145,19.18,5.810546875,50794,"(640, 480)",640,480
00af25fc0-3.jpg,0.0,22.725,8.6669921875,55698,"(640, 480)",640,480
00b00d5c1-1.jpg,0.0,0.0,7.2021484375,14931,"(399, 262)",399,262
00b00d5c1-2.jpg,0.0,7.37,5.56640625,13579,"(400, 264)",400,264
00b00d5c1-3.jpg,0.0,0.0,5.4443359375,12218,"(400, 263)",400,263
00b23513e-1.jpg,81.255,0.0,8.4228515625,22207,"(400, 300)",400,300
00b23513e-2.jpg,12.34,5.695,3.662109375,11147,"(300, 400)",300,400
00b23513e-3.jpg,32.53,0.0,8.154296875,13281,"(300, 400)",300,400
00b23513e-4.jpg,26.495,0.0,3.8818359375,12281,"(300, 400)",300,400
00b23513e-5.jpg,19.51,0.0,6.9091796875,13509,"(400, 300)",400,300
00be0a63e-1.jpg,0.0,0.0,8.544921875,17249,"(203, 360)",203,360
00be0a63e-2.jpg,33.28,0.0,8.544921875,37941,"(640, 360)",640,360
00be0a63e-3.jpg,32.074999999999996,0.0,6.4208984375,38652,"(640, 360)",640,360
00bfa5da9-1.jpg,0.0,0.0,3.8818359375,26803,"(271, 480)",271,480
00bfa5da9-2.jpg,0.0,45.775,8.0078125,53379,"(360, 480)",360,480
00c19f4fa-1.jpg,1.615,96.775,14.306640625,79577,"(640, 640)",640,640
00c71a320-1.jpg,0.0,0.0,4.5166015625,24504,"(300, 400)",300,400
00c71a320-2.jpg,0.0,27.490000000000002,5.3466796875,24915,"(300, 400)",300,400
00e50c7a7-1.jpg,11.11,0.0,5.9814453125,28534,"(203, 360)",203,360
00e50c7a7-2.jpg,0.0,0.0,4.248046875,27876,"(203, 360)",203,360
00e50c7a7-3.jpg,13.07,0.0,8.9599609375,23995,"(203, 360)",203,360
00eca0391-1.jpg,0.0,0.0,9.228515625,37272,"(360, 480)",360,480
00eca0391-2.jpg,1.63,0.0,8.984375,34895,"(360, 480)",360,480
00eca0391-3.jpg,0.0,0.0,8.740234375,30549,"(360, 480)",360,480
00eca0391-4.jpg,0.0,8.77,8.447265625,32126,"(360, 480)",360,480
00eca0391-5.jpg,2.585,2.585,8.251953125,29472,"(360, 480)",360,480
00eced1f0-1.jpg,3.75,2.31,6.5673828125,18008,"(400, 300)",400,300
00f3a3993-1.jpg,0.0,0.0,4.1748046875,21059,"(270, 480)",270,480
00f3a3993-2.jpg,0.0,0.0,5.6640625,20454,"(270, 480)",270,480
00f3a3993-3.jpg,45.65,0.0,5.6640625,21233,"(270, 480)",270,480
00f3a3993-4.jpg,1.785,0.0,7.2998046875,21921,"(270, 480)",270,480
00f3a3993-5.jpg,19.23,0.0,7.1533203125,19813,"(270, 480)",270,480
00f3a3993-6.jpg,0.0,0.0,6.7626953125,22735,"(270, 480)",270,480
00f3a3993-7.jpg,5.305,0.0,9.66796875,18905,"(270, 480)",270,480
00f3a3993-8.jpg,19.23,0.0,7.1533203125,19813,"(270, 480)",270,480
00f63c6fc-1.jpg,30.24,10.215,7.275390625,22063,"(400, 300)",400,300
00f997463-1.jpg,0.0,0.0,5.5419921875,57175,"(640, 480)",640,480
00f997463-10.jpg,3.49,0.0,7.71484375,48457,"(640, 480)",640,480
00f997463-2.jpg,0.0,0.0,6.9091796875,35069,"(640, 480)",640,480
00f997463-3.jpg,0.0,0.0,4.2236328125,32923,"(640, 480)",640,480
00f997463-4.jpg,0.0,0.0,7.3974609375,28072,"(360, 480)",360,480
00f997463-5.jpg,0.0,0.0,8.59375,28909,"(360, 480)",360,480
00f997463-6.jpg,0.0,32.805,9.619140625,35035,"(360, 480)",360,480
00f997463-7.jpg,0.0,0.0,5.908203125,37031,"(360, 480)",360,480
00f997463-8.jpg,0.0,0.0,7.177734375,67588,"(640, 640)",640,640
00f997463-9.jpg,0.0,0.0,6.15234375,55475,"(640, 640)",640,640
010a59236-1.jpg,0.0,63.504999999999995,5.2978515625,13571,"(400, 225)",400,225
010a59236-10.jpg,15.98,0.0,9.326171875,17031,"(400, 267)",400,267
010a59236-11.jpg,0.0,0.0,8.2763671875,14043,"(400, 267)",400,267
010a59236-12.jpg,0.0,0.0,9.1796875,18910,"(400, 267)",400,267
010a59236-13.jpg,1.305,0.0,6.8115234375,15114,"(400, 267)",400,267
010a59236-14.jpg,0.0,0.0,5.6640625,8154,"(400, 225)",400,225
010a59236-15.jpg,38.97,0.0,7.6416015625,10254,"(400, 225)",400,225
010a59236-16.jpg,41.45,0.0,4.58984375,9608,"(400, 225)",400,225
010a59236-17.jpg,12.22,37.365,7.568359375,13214,"(225, 400)",225,400
010a59236-18.jpg,0.0,57.13,3.8818359375,11827,"(400, 225)",400,225
010a59236-19.jpg,0.0,0.0,7.6171875,13117,"(400, 225)",400,225
010a59236-2.jpg,68.055,0.0,7.5927734375,15915,"(400, 300)",400,300
010a59236-20.jpg,1.695,0.0,4.296875,10734,"(400, 225)",400,225
010a59236-21.jpg,2.31,0.0,7.5439453125,13594,"(400, 225)",400,225
010a59236-3.jpg,41.265,0.0,6.0302734375,16938,"(400, 300)",400,300
010a59236-4.jpg,12.07,5.975,6.787109375,22013,"(400, 300)",400,300
010a59236-5.jpg,6.82,9.445,7.51953125,22212,"(400, 300)",400,300
010a59236-6.jpg,7.0,0.0,7.6904296875,13098,"(400, 267)",400,267
010a59236-7.jpg,0.0,0.0,7.6904296875,12324,"(400, 267)",400,267
010a59236-8.jpg,7.365,0.0,7.6416015625,13432,"(400, 267)",400,267
010a59236-9.jpg,0.0,0.0,4.9072265625,11327,"(400, 267)",400,267
0111f92ff-1.jpg,1.865,0.0,3.4423828125,12066,"(203, 360)",203,360
0111f92ff-2.jpg,0.0,0.0,4.4921875,12123,"(203, 360)",203,360
0111f92ff-3.jpg,0.0,0.0,7.275390625,31929,"(640, 360)",640,360
0111f92ff-4.jpg,0.0,0.0,3.2958984375,30107,"(640, 360)",640,360
0111f92ff-5.jpg,1.56,0.0,7.2509765625,34121,"(640, 360)",640,360
011350faf-1.jpg,100.0,0.0,7.275390625,18165,"(270, 480)",270,480
01142a354-1.jpg,7.895,33.66,9.5947265625,43564,"(640, 360)",640,360
01142a354-10.jpg,8.79,32.965,10.15625,34466,"(409, 480)",409,480
01142a354-2.jpg,40.79,0.0,5.8837890625,24645,"(426, 480)",426,480
01142a354-3.jpg,34.8,0.0,8.6181640625,15309,"(355, 480)",355,480
01142a354-4.jpg,40.66,0.0,10.107421875,22413,"(359, 480)",359,480
01142a354-5.jpg,6.33,0.0,9.86328125,27685,"(270, 480)",270,480
01142a354-6.jpg,0.0,0.0,8.3251953125,11455,"(203, 360)",203,360
01142a354-7.jpg,45.129999999999995,0.0,10.595703125,37137,"(640, 360)",640,360
01142a354-8.jpg,56.995000000000005,0.0,10.8642578125,37985,"(640, 360)",640,360
01142a354-9.jpg,17.015,0.0,10.6689453125,39929,"(640, 360)",640,360
01186c9fc-1.jpg,2.555,0.0,6.3720703125,31045,"(640, 360)",640,360
01186c9fc-2.jpg,32.65,0.0,7.32421875,29847,"(640, 360)",640,360
01186c9fc-3.jpg,0.0,0.0,5.126953125,39321,"(640, 360)",640,360
0118db3a8-1.jpg,0.0,0.0,7.5439453125,19185,"(400, 267)",400,267
0118db3a8-2.jpg,16.8,0.0,6.298828125,21161,"(400, 267)",400,267
011a11cda-1.jpg,37.8,0.0,7.2509765625,18693,"(300, 400)",300,400
011a11cda-2.jpg,0.0,2.94,5.7861328125,13216,"(400, 240)",400,240
011a11cda-3.jpg,0.0,0.0,7.4462890625,16924,"(300, 400)",300,400
01231c438-1.jpg,84.275,8.415,6.298828125,10923,"(299, 400)",299,400
01231c438-2.jpg,30.115000000000002,34.175,8.49609375,11542,"(248, 399)",248,399
01231c438-3.jpg,65.215,10.395,8.3251953125,20720,"(386, 400)",386,400
01231c438-4.jpg,0.0,0.0,8.0322265625,18453,"(312, 400)",312,400
01231c438-5.jpg,2.345,6.45,11.669921875,20141,"(400, 257)",400,257
012a1a396-1.jpg,0.0,69.225,8.642578125,35012,"(400, 300)",400,300
012a1a396-10.jpg,5.455,6.0,10.3515625,26003,"(400, 225)",400,225
012a1a396-2.jpg,0.0,45.894999999999996,8.59375,30801,"(300, 400)",300,400
012a1a396-3.jpg,0.0,43.81,11.5966796875,30852,"(300, 400)",300,400
012a1a396-4.jpg,0.0,47.629999999999995,9.130859375,35621,"(400, 300)",400,300
012a1a396-5.jpg,0.0,57.815,9.7412109375,34919,"(400, 300)",400,300
012a1a396-6.jpg,0.0,10.510000000000002,9.0087890625,24098,"(400, 225)",400,225
012a1a396-7.jpg,0.0,7.405,10.7666015625,23413,"(400, 225)",400,225
012a1a396-8.jpg,0.0,7.220000000000001,6.9580078125,24925,"(400, 225)",400,225
012a1a396-9.jpg,1.665,5.1850000000000005,8.4228515625,28658,"(400, 225)",400,225
0133b0214-1.jpg,0.0,17.24,4.8583984375,27539,"(360, 480)",360,480
0133b0214-2.jpg,0.0,6.11,8.49609375,22956,"(360, 480)",360,480
0133b2a29-1.jpg,2.42,0.0,8.642578125,46501,"(640, 418)",640,418
0133b2a29-2.jpg,0.0,1.765,8.2763671875,21452,"(255, 480)",255,480
0133b2a29-3.jpg,0.0,14.425,7.6171875,31222,"(345, 480)",345,480
0133b2a29-4.jpg,0.0,0.0,5.908203125,28819,"(316, 480)",316,480
0133b2a29-5.jpg,0.0,3.74,6.640625,60365,"(640, 417)",640,417
013527aeb-1.jpg,15.0,0.0,9.423828125,38523,"(350, 301)",350,301
0142670c8-1.jpg,90.07,0.0,5.4443359375,18105,"(300, 400)",300,400
0142670c8-2.jpg,60.715,0.0,5.908203125,14559,"(300, 400)",300,400
0143edd0a-1.jpg,0.0,0.0,8.4228515625,64623,"(640, 640)",640,640
0146f6d2c-1.jpg,0.0,0.0,8.0322265625,13251,"(400, 300)",400,300
0149d04e7-1.jpg,0.0,18.37,10.15625,14301,"(400, 272)",400,272
0149d04e7-2.jpg,0.0,18.725,11.42578125,13757,"(400, 272)",400,272
0149d04e7-3.jpg,2.855,24.46,11.4990234375,20182,"(400, 272)",400,272
0149d04e7-4.jpg,0.0,2.545,7.03125,14412,"(400, 272)",400,272
014ce5783-1.jpg,14.719999999999999,12.88,9.326171875,63195,"(640, 360)",640,360
014ce5783-2.jpg,34.325,1.68,9.814453125,63339,"(640, 360)",640,360
0154e0f7b-1.jpg,0.0,0.0,7.958984375,15998,"(400, 266)",400,266
0154e0f7b-2.jpg,0.0,0.0,6.34765625,12505,"(400, 266)",400,266
0154e0f7b-3.jpg,0.0,0.0,6.298828125,15617,"(400, 266)",400,266
01573c686-1.jpg,0.0,0.0,0.78125,17589,"(262, 399)",262,399
01573c686-2.jpg,0.0,0.0,0.927734375,23369,"(400, 329)",400,329
01573c686-3.jpg,0.0,0.0,1.708984375,22620,"(400, 302)",400,302
01573c686-4.jpg,0.0,0.0,6.494140625,31587,"(400, 378)",400,378
01573c686-5.jpg,0.0,0.0,4.1015625,25483,"(400, 300)",400,300
015770429-1.jpg,0.0,0.0,9.375,25051,"(356, 480)",356,480
015770429-2.jpg,0.0,0.0,4.6875,23193,"(270, 480)",270,480
015770429-3.jpg,0.0,0.0,3.7109375,43710,"(640, 360)",640,360
015770429-4.jpg,0.0,0.0,3.8330078125,42556,"(640, 475)",640,475
0157cf3a4-1.jpg,0.0,3.935,8.837890625,21500,"(300, 400)",300,400
0157cf3a4-2.jpg,0.0,25.384999999999998,6.396484375,21065,"(300, 400)",300,400
0157cf3a4-3.jpg,11.73,0.0,6.7138671875,26609,"(400, 225)",400,225
015b8b722-1.jpg,0.0,0.0,6.982421875,9335,"(265, 400)",265,400
015b8b722-2.jpg,0.0,0.0,6.4208984375,8732,"(265, 400)",265,400
015b8b722-3.jpg,0.0,0.0,10.791015625,14978,"(265, 400)",265,400
015b8b722-4.jpg,0.0,0.0,6.982421875,8446,"(265, 400)",265,400
015c353ce-1.jpg,9.875,12.725,6.4453125,34973,"(258, 479)",258,479
015c353ce-2.jpg,9.64,40.025000000000006,9.6923828125,100632,"(640, 618)",640,618
015c353ce-3.jpg,6.795,19.625,7.2265625,80195,"(600, 374)",600,374
015c353ce-4.jpg,0.0,0.0,6.3232421875,35004,"(270, 480)",270,480
015c353ce-5.jpg,10.530000000000001,14.655000000000001,4.39453125,59433,"(400, 480)",400,480
015c353ce-6.jpg,6.635,3.6799999999999997,7.2021484375,41257,"(270, 480)",270,480
015c353ce-7.jpg,0.0,1.925,6.2255859375,41274,"(303, 479)",303,479
015c353ce-8.jpg,28.16,0.0,6.2255859375,43091,"(351, 480)",351,480
015c353ce-9.jpg,0.0,4.08,3.90625,47113,"(289, 479)",289,479
015c75c9e-1.jpg,1.495,0.0,9.5458984375,22000,"(270, 480)",270,480
015c75c9e-2.jpg,0.0,2.41,9.423828125,22107,"(270, 480)",270,480
015c75c9e-3.jpg,0.0,48.06,8.9111328125,26552,"(270, 480)",270,480
015da0878-1.jpg,0.0,0.0,3.8818359375,17495,"(400, 300)",400,300
015da0878-2.jpg,0.0,0.0,4.8095703125,11662,"(254, 394)",254,394
015da0878-3.jpg,0.0,0.0,5.615234375,16502,"(300, 399)",300,399
015da0878-4.jpg,0.0,0.0,7.177734375,15418,"(308, 400)",308,400
015da9e87-1.jpg,0.0,28.05,3.90625,16663,"(239, 399)",239,399
015da9e87-2.jpg,0.0,0.0,5.078125,16321,"(400, 239)",400,239
015da9e87-3.jpg,0.0,18.42,7.8369140625,17062,"(239, 399)",239,399
015da9e87-4.jpg,0.0,0.0,6.0302734375,17465,"(400, 239)",400,239
015da9e87-5.jpg,0.0,7.97,7.568359375,17315,"(400, 239)",400,239
015fdb354-1.jpg,1.885,0.0,5.2734375,29301,"(203, 360)",203,360
015fdb354-2.jpg,2.68,0.0,5.322265625,20230,"(203, 360)",203,360
015fdb354-3.jpg,0.0,0.0,1.708984375,28288,"(203, 360)",203,360
015fdb354-4.jpg,0.0,0.0,2.5634765625,26249,"(203, 360)",203,360
015fdb354-5.jpg,0.0,0.0,1.611328125,27244,"(203, 360)",203,360
01603d6e2-1.jpg,0.0,82.02000000000001,9.1064453125,27915,"(360, 480)",360,480
01603d6e2-2.jpg,0.0,100.0,8.8623046875,27392,"(360, 480)",360,480
01603d6e2-3.jpg,0.0,0.0,5.6640625,20669,"(360, 480)",360,480
01603d6e2-4.jpg,0.0,73.015,7.470703125,23444,"(360, 480)",360,480
01603d6e2-5.jpg,10.295,46.03,8.0322265625,25672,"(360, 480)",360,480
0162634c2-1.jpg,46.27,0.0,6.6650390625,21241,"(300, 400)",300,400
0162634c2-2.jpg,26.695,0.0,7.275390625,24721,"(400, 300)",400,300
0162634c2-3.jpg,5.235,0.0,8.3740234375,21224,"(300, 400)",300,400
0164a9cfb-1.jpg,0.0,0.0,4.78515625,11964,"(300, 400)",300,400
0164a9cfb-2.jpg,16.79,28.465,7.2509765625,21379,"(300, 400)",300,400
