,PetID,doc_mag_corr,doc_score,sent_count,sen1_magnitude,sen1_score,dom_color,AdoptionSpeed,has_eng_description
51,7fe8ef73d,0.8,0.8,1.0,0.8,0.8,"{'red': 244, 'green': 241, 'blue': 237}",4,1
52,015c75c9e,0.24,0.0,5.0,0.6,0.6,"{'red': 53, 'green': 52, 'blue': 49}",3,1
53,9609a0b86,0.2857142857142857,0.1,14.0,0.5,-0.5,"{'red': 209, 'green': 187, 'blue': 163}",4,1
54,c740abfe1,0.48,0.2,5.0,0.8,0.8,,3,1
55,f6551137d,0.95,0.9,2.0,0.9,0.9,"{'red': 217, 'green': 197, 'blue': 179}",2,1
56,8c131db77,0.475,0.4,4.0,0.0,0.0,"{'red': 80, 'green': 115, 'blue': 147}",4,1
57,d765ae877,0.9,0.9,1.0,0.9,0.9,"{'red': 117, 'green': 115, 'blue': 116}",2,1
58,8ce183889,0.4666666666666666,0.4,3.0,0.0,0.0,"{'red': 199, 'green': 201, 'blue': 207}",1,1
59,9c0ddccc8,0.2,0.2,1.0,0.2,0.2,"{'red': 157, 'green': 154, 'blue': 149}",4,1
60,f9df8656a,0.08,0.0,5.0,0.3,0.3,"{'red': 135, 'green': 113, 'blue': 96}",1,1
61,f0ef9c777,0.4666666666666667,0.3,9.0,0.4,0.4,"{'red': 152, 'green': 111, 'blue': 90}",4,1
62,3181e5424,0.3333333333333333,-0.1,6.0,0.5,-0.5,"{'red': 213, 'green': 188, 'blue': 155}",4,1
63,9883a048e,0.5,0.0,3.0,0.6,-0.6,"{'red': 72, 'green': 94, 'blue': 23}",2,1
64,b0dec8779,0.1846153846153846,0.0,13.0,0.0,0.0,"{'red': 50, 'green': 50, 'blue': 61}",3,1
65,e8d0907ae,0.2,0.0,2.0,0.3,-0.3,"{'red': 128, 'green': 114, 'blue': 88}",1,1
66,e540c1ba5,0.9,0.9,1.0,0.9,0.9,"{'red': 178, 'green': 197, 'blue': 221}",4,1
67,4a4db4d32,0.75,0.7,4.0,0.7,0.7,"{'red': 164, 'green': 156, 'blue': 126}",2,1
68,98a98311c,0.4,0.1,5.0,0.9,0.9,"{'red': 131, 'green': 120, 'blue': 113}",2,1
69,ef14861df,0.7333333333333334,0.7,3.0,0.9,0.9,"{'red': 54, 'green': 48, 'blue': 40}",4,1
70,a9bc357f0,0.5666666666666667,0.5,3.0,0.1,-0.1,"{'red': 247, 'green': 176, 'blue': 99}",4,1
71,aaf4a1439,0.0,0.0,1.0,0.0,0.0,"{'red': 137, 'green': 116, 'blue': 88}",3,1
72,1e62e6022,0.16666666666666666,0.1,6.0,0.0,0.0,"{'red': 130, 'green': 119, 'blue': 91}",1,1
73,4e797dcdd,0.3333333333333333,0.0,3.0,0.4,0.4,"{'red': 97, 'green': 81, 'blue': 81}",4,1
74,45d2ddcb8,0.2689655172413793,0.1,29.0,0.1,0.1,"{'red': 118, 'green': 70, 'blue': 64}",2,1
75,259b10a3e,0.39999999999999997,0.4,3.0,0.1,0.1,"{'red': 30, 'green': 23, 'blue': 21}",0,1
76,d2490c888,0.43636363636363634,0.1,11.0,0.7,0.7,"{'red': 27, 'green': 22, 'blue': 22}",4,1
77,2c93c0c11,0.4,0.3,2.0,0.0,0.0,"{'red': 148, 'green': 155, 'blue': 154}",3,1
78,35593da00,0.0,0.0,1.0,0.0,0.0,"{'red': 113, 'green': 78, 'blue': 54}",1,1
79,4cc70e613,0.8,0.0,2.0,0.8,-0.8,"{'red': 28, 'green': 21, 'blue': 14}",3,1
80,ff125cf8d,0.18,0.1,5.0,0.0,0.0,"{'red': 21, 'green': 23, 'blue': 28}",4,1
81,c30dd6e9a,0.38,0.3,5.0,0.9,0.9,"{'red': 126, 'green': 73, 'blue': 35}",1,1
82,be9474b85,0.65,0.6,2.0,0.9,0.9,"{'red': 24, 'green': 21, 'blue': 21}",2,1
83,815f4cc08,0.75,0.7,2.0,0.9,0.9,"{'red': 40, 'green': 91, 'blue': 75}",3,1
84,ec5069cf6,0.8,0.8,1.0,0.8,0.8,"{'red': 125, 'green': 113, 'blue': 93}",3,1
85,867308404,0.9,0.9,1.0,0.9,0.9,"{'red': 133, 'green': 120, 'blue': 96}",2,1
86,e9df3ead7,0.3666666666666667,0.3,3.0,0.0,0.0,"{'red': 24, 'green': 23, 'blue': 40}",4,1
87,258667857,0.43333333333333335,0.2,3.0,0.3,-0.3,"{'red': 191, 'green': 140, 'blue': 113}",2,1
88,fd3172797,0.45999999999999996,0.0,20.0,0.9,0.9,"{'red': 192, 'green': 155, 'blue': 16}",3,1
89,8df0bb3b3,0.5666666666666667,0.4,9.0,0.3,0.3,"{'red': 114, 'green': 79, 'blue': 54}",3,1
90,3d0752cd9,0.6599999999999999,0.1,5.0,0.9,0.9,"{'red': 127, 'green': 73, 'blue': 26}",3,1
91,22051ab84,0.39999999999999997,0.1,6.0,0.6,0.6,"{'red': 178, 'green': 159, 'blue': 129}",4,1
92,573b3ec3d,0.25,0.2,2.0,0.2,0.2,,4,1
93,370fe2afb,,,,,,"{'red': 194, 'green': 192, 'blue': 166}",3,0
94,dd308e46b,0.2,-0.2,1.0,0.2,-0.2,"{'red': 163, 'green': 156, 'blue': 133}",4,1
95,6a763a055,0.1,0.1,4.0,0.0,0.0,"{'red': 32, 'green': 29, 'blue': 38}",3,1
96,5e4154870,,,,,,"{'red': 163, 'green': 153, 'blue': 161}",1,0
97,a44d42407,0.4666666666666666,0.4,3.0,0.9,0.9,"{'red': 60, 'green': 45, 'blue': 30}",3,1
98,cc8401c02,0.03333333333333333,0.0,3.0,0.0,0.0,"{'red': 156, 'green': 109, 'blue': 87}",3,1
99,0f24b6cd6,0.1,0.1,1.0,0.1,0.1,"{'red': 164, 'green': 158, 'blue': 155}",1,1
100,49bb70e36,0.27999999999999997,0.1,5.0,0.6,0.6,"{'red': 196, 'green': 197, 'blue': 196}",2,1
101,43ddb2eb4,0.4857142857142857,0.4,7.0,0.1,0.1,"{'red': 112, 'green': 80, 'blue': 65}",2,1
102,dae92dd61,0.6,0.6,4.0,0.0,0.0,"{'red': 206, 'green': 190, 'blue': 160}",4,1
103,a6ac8884b,0.0,0.0,1.0,0.0,0.0,"{'red': 77, 'green': 41, 'blue': 28}",3,1
104,60ce9e319,0.5,0.3,9.0,0.6,0.6,"{'red': 149, 'green': 110, 'blue': 88}",1,1
105,5247209aa,0.9,0.9,1.0,0.9,0.9,"{'red': 103, 'green': 27, 'blue': 10}",2,1
106,19b1f4263,0.1,0.0,4.0,0.3,0.3,"{'red': 160, 'green': 147, 'blue': 117}",0,1
107,d50e11ec5,0.5666666666666667,0.4,3.0,0.7,0.7,"{'red': 114, 'green': 75, 'blue': 60}",3,1
108,4407e70f3,0.6,0.6,4.0,0.9,0.9,"{'red': 171, 'green': 155, 'blue': 158}",1,1
109,27b6e5aca,0.5,0.5,2.0,0.1,0.1,"{'red': 130, 'green': 120, 'blue': 96}",4,1
110,80ebea85c,0.2,0.0,5.0,0.0,0.0,"{'red': 28, 'green': 25, 'blue': 23}",3,1
111,1bf1f95ef,,,,,,"{'red': 194, 'green': 200, 'blue': 205}",4,0
112,cdab8ba8e,0.45666666666666667,0.1,30.0,0.0,0.0,"{'red': 20, 'green': 24, 'blue': 25}",2,1
113,b84dad49f,0.3923076923076923,0.0,13.0,0.0,0.0,"{'red': 60, 'green': 49, 'blue': 27}",4,1
114,f0a2122d4,0.5,0.4,2.0,0.0,0.0,"{'red': 167, 'green': 107, 'blue': 64}",4,1
115,1104fe6bb,0.4857142857142857,0.4,7.0,0.5,0.5,"{'red': 153, 'green': 155, 'blue': 152}",4,1
116,46d88ca3e,0.38571428571428573,0.3,7.0,0.0,0.0,"{'red': 105, 'green': 33, 'blue': 35}",1,1
117,b99d5d532,0.9,0.9,1.0,0.9,0.9,"{'red': 224, 'green': 225, 'blue': 227}",4,1
118,2b6d08cba,0.575,0.3,4.0,0.9,0.9,,4,1
119,b9429dc85,,,,,,"{'red': 110, 'green': 119, 'blue': 126}",1,0
120,c61f6507e,0.575,0.4,4.0,0.8,0.8,"{'red': 48, 'green': 52, 'blue': 53}",1,1
121,e464fcd4b,0.56,0.4,15.0,0.8,0.8,"{'red': 206, 'green': 188, 'blue': 137}",2,1
122,86379f12f,0.35714285714285715,0.2,14.0,0.9,0.9,"{'red': 159, 'green': 156, 'blue': 154}",2,1
123,55fcdea2f,0.35,0.0,4.0,0.3,0.3,"{'red': 213, 'green': 188, 'blue': 159}",3,1
124,392d3346e,0.4166666666666667,0.2,6.0,0.1,0.1,"{'red': 194, 'green': 188, 'blue': 165}",1,1
125,33db028cb,0.26,0.2,5.0,0.0,0.0,"{'red': 201, 'green': 191, 'blue': 198}",2,1
126,35c0c3aca,0.5,0.5,3.0,0.0,0.0,"{'red': 202, 'green': 195, 'blue': 191}",3,1
127,d080818c3,0.3666666666666667,0.2,3.0,0.2,0.2,"{'red': 75, 'green': 33, 'blue': 21}",3,1
128,6f0cb510a,0.35,0.3,4.0,0.0,0.0,"{'red': 194, 'green': 144, 'blue': 98}",1,1
129,61ac3c78c,0.9,0.9,1.0,0.9,0.9,"{'red': 32, 'green': 26, 'blue': 28}",4,1
130,368b2adc1,0.375,0.3,12.0,0.1,0.1,"{'red': 24, 'green': 25, 'blue': 28}",4,1
131,2e4c1faf7,,,,,,"{'red': 218, 'green': 230, 'blue': 232}",1,0
132,a85a1c8c3,0.7000000000000001,0.7,3.0,0.7,0.7,"{'red': 133, 'green': 109, 'blue': 81}",2,1
133,25c7d6c3b,0.9,0.9,3.0,0.9,0.9,"{'red': 120, 'green': 119, 'blue': 121}",2,1
134,0b819602d,0.45,0.4,2.0,0.1,0.1,"{'red': 133, 'green': 117, 'blue': 90}",4,1
135,4c594983d,0.34375,0.1,16.0,0.1,-0.1,"{'red': 222, 'green': 199, 'blue': 169}",4,1
136,05f99fc56,0.7000000000000001,0.7,3.0,0.9,0.9,"{'red': 26, 'green': 25, 'blue': 20}",2,1
137,1dfadc371,0.6333333333333333,0.4,6.0,0.2,0.2,"{'red': 27, 'green': 24, 'blue': 24}",3,1
138,6d9b202c9,0.2,0.0,4.0,0.3,0.3,"{'red': 120, 'green': 121, 'blue': 119}",3,1
139,54791dc58,0.375,0.3,4.0,0.1,0.1,"{'red': 60, 'green': 120, 'blue': 165}",2,1
140,b36616178,0.1,0.1,1.0,0.1,0.1,"{'red': 155, 'green': 159, 'blue': 150}",2,1
141,2ac4dd8c2,0.5,0.2,10.0,0.5,-0.5,"{'red': 112, 'green': 73, 'blue': 50}",3,1
142,29f54c6ff,0.4166666666666667,0.2,18.0,0.2,-0.2,"{'red': 154, 'green': 161, 'blue': 161}",2,1
143,48b418070,0.39999999999999997,0.4,3.0,0.5,0.5,"{'red': 193, 'green': 200, 'blue': 125}",3,1
144,c7eac7b01,0.5214285714285715,0.4,14.0,0.8,0.8,"{'red': 165, 'green': 154, 'blue': 120}",2,1
145,8e0d65b3e,0.1,0.1,2.0,0.0,0.0,"{'red': 87, 'green': 40, 'blue': 4}",1,1
146,9a34ddc8b,0.475,0.3,8.0,0.2,0.2,"{'red': 153, 'green': 113, 'blue': 90}",2,1
147,ff9f62e79,0.2714285714285714,0.2,7.0,0.3,0.3,"{'red': 198, 'green': 195, 'blue': 187}",3,1
148,4a6ee5d02,,,,,,"{'red': 247, 'green': 243, 'blue': 232}",2,0
149,474bccd75,0.8,0.8,2.0,0.8,0.8,"{'red': 217, 'green': 185, 'blue': 96}",2,1
150,e4abb93bf,0.25,0.2,2.0,0.4,0.4,"{'red': 194, 'green': 193, 'blue': 189}",3,1
151,120805f93,0.15,0.0,6.0,0.0,0.0,"{'red': 154, 'green': 108, 'blue': 89}",3,1
152,2acf3fdce,0.7,0.7,1.0,0.7,0.7,"{'red': 20, 'green': 19, 'blue': 19}",1,1
153,e1ecc1b26,0.2777777777777778,0.2,9.0,0.0,0.0,"{'red': 19, 'green': 21, 'blue': 16}",2,1
154,a8cdba660,0.275,0.0,4.0,0.0,0.0,"{'red': 121, 'green': 122, 'blue': 120}",4,1
155,9bcd62ef1,0.43333333333333335,0.0,3.0,0.4,0.4,"{'red': 218, 'green': 184, 'blue': 179}",3,1
156,c3f2f166d,0.39999999999999997,0.0,7.0,0.5,0.5,"{'red': 199, 'green': 198, 'blue': 186}",4,1
157,687e9c33c,0.09999999999999999,0.0,3.0,0.1,-0.1,"{'red': 177, 'green': 153, 'blue': 123}",4,1
158,bb5f471dd,0.575,0.5,4.0,0.9,0.9,"{'red': 24, 'green': 20, 'blue': 20}",2,1
159,0aaf6976a,0.42424242424242425,0.2,33.0,0.7,0.7,"{'red': 85, 'green': 81, 'blue': 63}",2,1
160,45600eaab,0.17142857142857143,0.0,7.0,0.0,0.0,"{'red': 94, 'green': 78, 'blue': 64}",1,1
161,dcba09ff1,0.3,0.3,3.0,0.0,0.0,"{'red': 92, 'green': 81, 'blue': 60}",1,1
162,d7f938acd,0.21428571428571427,0.0,7.0,0.0,0.0,"{'red': 112, 'green': 65, 'blue': 59}",1,1
163,ea11b6f12,0.2833333333333333,0.1,6.0,0.0,0.0,"{'red': 220, 'green': 194, 'blue': 164}",3,1
164,3332eb59c,0.43333333333333335,0.4,3.0,0.2,0.2,"{'red': 127, 'green': 120, 'blue': 83}",4,1
165,b3e19ff68,0.5,0.4,5.0,0.6,0.6,,4,1
166,594e3dc3f,0.06,0.0,5.0,0.2,-0.2,"{'red': 128, 'green': 111, 'blue': 90}",4,1
167,fbb112b7e,0.8,0.8,2.0,0.8,0.8,"{'red': 160, 'green': 157, 'blue': 129}",3,1
168,d14d62508,0.5285714285714286,0.3,7.0,0.5,0.5,"{'red': 198, 'green': 190, 'blue': 182}",2,1
169,5de61cf6b,0.7,0.7,2.0,0.9,0.9,"{'red': 111, 'green': 69, 'blue': 59}",2,1
170,b9590d4de,0.8,0.8,1.0,0.8,0.8,"{'red': 105, 'green': 76, 'blue': 79}",0,1
171,747c82f83,0.6333333333333333,0.6,3.0,0.9,0.9,"{'red': 153, 'green': 109, 'blue': 86}",2,1
172,3004c3401,0.33999999999999997,0.3,5.0,0.0,0.0,"{'red': 72, 'green': 54, 'blue': 36}",4,1
173,c737c30d7,0.5571428571428572,0.4,7.0,0.0,0.0,"{'red': 58, 'green': 52, 'blue': 56}",4,1
174,03b0568b3,0.35,-0.3,2.0,0.0,0.0,"{'red': 111, 'green': 171, 'blue': 97}",3,1
175,987baa1c7,0.34285714285714286,0.3,7.0,0.2,0.2,"{'red': 136, 'green': 117, 'blue': 95}",2,1
176,70b3d1f9c,0.45,0.0,4.0,0.2,0.2,"{'red': 45, 'green': 49, 'blue': 44}",2,1
177,27456ec0f,0.525,0.3,4.0,0.3,-0.3,"{'red': 104, 'green': 28, 'blue': 31}",2,1
178,5c28a8cec,0.42857142857142855,0.3,7.0,0.8,0.8,"{'red': 159, 'green': 154, 'blue': 157}",2,1
179,2c8ae4c7e,0.3,0.0,7.0,0.3,-0.3,"{'red': 101, 'green': 126, 'blue': 60}",4,1
180,cd7bea671,0.6,0.6,2.0,0.9,0.9,"{'red': 153, 'green': 114, 'blue': 97}",3,1
181,7bda94ad0,0.49411764705882355,0.3,17.0,0.6,0.6,"{'red': 203, 'green': 198, 'blue': 100}",4,1
182,ab4b4681b,0.8,0.8,1.0,0.8,0.8,"{'red': 198, 'green': 187, 'blue': 159}",4,1
183,aa189a931,0.55,0.3,2.0,0.9,0.9,"{'red': 21, 'green': 24, 'blue': 30}",4,1
184,d0bc14f47,0.06666666666666667,0.0,3.0,0.0,0.0,"{'red': 56, 'green': 46, 'blue': 25}",4,1
185,eab8c8c03,0.15,-0.1,2.0,0.3,-0.3,,3,1
186,3b4a987ba,0.4833333333333333,0.2,18.0,0.6,0.6,"{'red': 229, 'green': 190, 'blue': 100}",4,1
187,1bbb46822,0.55,0.5,2.0,0.9,0.9,"{'red': 224, 'green': 229, 'blue': 227}",3,1
188,5c546c236,0.45,0.4,2.0,0.0,0.0,"{'red': 154, 'green': 110, 'blue': 97}",4,1
189,702bee848,0.5666666666666667,0.2,9.0,0.5,-0.5,"{'red': 202, 'green': 198, 'blue': 190}",2,1
190,66757255c,0.64,0.6,5.0,0.8,0.8,"{'red': 197, 'green': 149, 'blue': 153}",4,1
191,0b0f596b5,0.0,0.0,1.0,0.0,0.0,"{'red': 160, 'green': 160, 'blue': 156}",1,1
192,938bcf142,0.5333333333333333,0.5,6.0,0.8,0.8,"{'red': 190, 'green': 144, 'blue': 87}",4,1
193,bea72e6c5,0.5,0.2,7.0,0.8,0.8,"{'red': 122, 'green': 117, 'blue': 110}",4,1
194,52e555a3a,0.6,0.3,4.0,0.9,0.9,"{'red': 73, 'green': 40, 'blue': 19}",1,1
195,3998bcfec,0.55,0.1,2.0,0.4,-0.4,"{'red': 40, 'green': 79, 'blue': 165}",2,1
196,e62e5aa26,0.3375,0.2,8.0,0.0,0.0,"{'red': 219, 'green': 191, 'blue': 161}",2,1
197,933e0a3e8,0.43,0.2,10.0,0.6,0.6,"{'red': 222, 'green': 232, 'blue': 235}",4,1
198,1eb8a0278,0.3666666666666667,0.3,3.0,0.1,-0.1,"{'red': 166, 'green': 149, 'blue': 130}",1,1
199,d5df16a32,0.3733333333333333,0.3,15.0,0.2,0.2,"{'red': 223, 'green': 229, 'blue': 234}",2,1
200,06296e4e2,0.32857142857142857,0.3,7.0,0.0,0.0,"{'red': 237, 'green': 229, 'blue': 235}",4,1
201,207d61997,0.3,0.0,4.0,0.0,0.0,"{'red': 146, 'green': 108, 'blue': 89}",1,1
202,38a81271c,0.5272727272727272,0.1,11.0,0.9,0.9,"{'red': 29, 'green': 18, 'blue': 12}",4,1
203,65d10be4d,0.45,0.2,6.0,0.4,-0.4,"{'red': 28, 'green': 24, 'blue': 21}",3,1
204,c7b468b32,0.0,0.0,1.0,0.0,0.0,"{'red': 38, 'green': 14, 'blue': 19}",4,1
205,6df350974,0.7000000000000001,0.6,14.0,0.9,0.9,"{'red': 19, 'green': 13, 'blue': 14}",2,1
206,249112486,0.12,0.0,5.0,0.0,0.0,"{'red': 223, 'green': 181, 'blue': 169}",4,1
207,8f85e69ee,0.55,0.4,8.0,0.6,0.6,"{'red': 83, 'green': 50, 'blue': 34}",3,1
208,b243b8e93,0.4875,-0.2,8.0,0.3,-0.3,"{'red': 245, 'green': 244, 'blue': 40}",1,1
209,89523a695,0.39999999999999997,0.2,7.0,0.4,0.4,"{'red': 54, 'green': 50, 'blue': 46}",3,1
210,4f0eacbdd,0.0,0.0,1.0,0.0,0.0,"{'red': 124, 'green': 119, 'blue': 97}",1,1
211,b5fcc079e,0.26875,0.1,16.0,0.9,0.9,"{'red': 135, 'green': 120, 'blue': 100}",3,1
212,53976b229,0.46,0.4,15.0,0.0,0.0,"{'red': 23, 'green': 17, 'blue': 13}",4,1
213,f4ed1a08e,0.6,0.6,7.0,0.0,0.0,"{'red': 224, 'green': 193, 'blue': 129}",4,1
214,2f3227612,,,,,,"{'red': 165, 'green': 160, 'blue': 150}",1,0
215,ba66a7a82,0.6,0.6,1.0,0.6,0.6,"{'red': 133, 'green': 109, 'blue': 61}",1,1
216,d4e83ee5b,0.2,0.1,4.0,0.0,0.0,"{'red': 53, 'green': 61, 'blue': 8}",3,1
217,00a1f270a,0.8,0.8,1.0,0.8,0.8,"{'red': 183, 'green': 157, 'blue': 140}",4,1
218,74e316be1,0.39999999999999997,0.3,3.0,0.9,0.9,"{'red': 116, 'green': 79, 'blue': 58}",2,1
219,039509c40,0.225,0.2,4.0,0.0,0.0,"{'red': 8, 'green': 14, 'blue': 10}",1,1
220,eeb60466e,0.5499999999999999,-0.1,6.0,0.6,-0.6,"{'red': 169, 'green': 154, 'blue': 132}",1,1
221,c6cdbebfa,0.9,0.9,1.0,0.9,0.9,"{'red': 155, 'green': 158, 'blue': 157}",1,1
222,82137b39f,0.4666666666666666,0.4,6.0,0.0,0.0,"{'red': 49, 'green': 51, 'blue': 50}",4,1
223,28b64c198,0.275,0.2,4.0,0.1,0.1,"{'red': 227, 'green': 227, 'blue': 221}",4,1
224,f70251906,0.4,0.0,5.0,0.9,0.9,"{'red': 155, 'green': 106, 'blue': 67}",4,1
225,9d76ed82f,,,,,,"{'red': 23, 'green': 23, 'blue': 21}",2,0
226,e83f846eb,0.6,0.6,1.0,0.6,0.6,"{'red': 221, 'green': 192, 'blue': 161}",1,1
227,60b9421cc,0.475,0.3,8.0,0.3,-0.3,"{'red': 18, 'green': 18, 'blue': 17}",3,1
228,72a7cb335,0.26666666666666666,-0.2,3.0,0.5,-0.5,"{'red': 114, 'green': 75, 'blue': 64}",2,1
229,0bd4aed6b,0.8,0.8,1.0,0.8,0.8,,4,1
230,ae03f99f2,0.29090909090909095,0.1,11.0,0.0,0.0,"{'red': 230, 'green': 229, 'blue': 227}",3,1
231,5a1010bca,0.55,0.5,4.0,0.6,0.6,"{'red': 20, 'green': 23, 'blue': 21}",2,1
232,6a5c652b5,0.19999999999999998,0.1,3.0,0.0,0.0,"{'red': 55, 'green': 49, 'blue': 48}",4,1
233,040771e8e,0.48333333333333334,0.2,6.0,0.9,0.9,,4,1
234,706a9cd5c,0.6666666666666666,0.3,3.0,0.5,-0.5,"{'red': 118, 'green': 73, 'blue': 52}",3,1
235,62550cf78,0.2,-0.2,1.0,0.2,-0.2,"{'red': 193, 'green': 148, 'blue': 124}",1,1
236,701c5afba,0.1,0.1,1.0,0.1,0.1,"{'red': 148, 'green': 27, 'blue': 46}",1,1
237,d0fcfeb0f,0.525,0.4,4.0,0.5,0.5,"{'red': 201, 'green': 198, 'blue': 193}",1,1
238,7bce76c66,0.8,0.8,2.0,0.9,0.9,"{'red': 123, 'green': 123, 'blue': 90}",1,1
239,3b0b88ac2,0.0,0.0,1.0,0.0,0.0,"{'red': 122, 'green': 73, 'blue': 36}",1,1
240,a88d34ee3,0.18333333333333335,0.1,6.0,0.2,0.2,"{'red': 181, 'green': 182, 'blue': 158}",1,1
